course_id,course_name,category,domain,difficulty_level,duration_weeks,estimated_hours,prerequisites,tags,description,instructor,rating,enrollment_count,price,price_category,popularity_score
PM004,User Research Methods,Research,Product Management,Intermediate,8,40,Product Strategy,"Interview Techniques, Survey Design, Usability Testing, Persona Development",Conduct effective user research,Prof. Daniel Thompson,4.4,1400,79.99,Mid-range,6.16
PM005,Product Marketing,Marketing,Product Management,Intermediate,10,50,Product Strategy,"Go-to-Market, Positioning, Messaging, Launch Planning, Competitive Intelligence",Market products effectively to target audiences,Dr. Sarah Wilson,4.5,1600,84.99,Premium,7.2
PM006,Technical Product Management,Technical,Product Management,Advanced,14,70,"Product Strategy, Basic Programming","API Design, Technical Specifications, Engineering Collaboration",Manage technical products and work with engineering teams,Prof. Kevin Martinez,4.7,1000,119.99,Premium,4.7
PM007,Product Lifecycle Management,Lifecycle,Product Management,Advanced,12,60,Product Strategy,"Innovation, Growth Strategies, Maturity Management, End-of-Life Planning",Manage products through their entire lifecycle,Dr. Jennifer Kim,4.3,800,99.99,Premium,3.44
PM008,Mobile Product Management,Mobile,Product Management,Advanced,10,50,Product Strategy,"App Store Optimization, Mobile UX, Push Notifications, App Analytics",Manage mobile products and applications,Carlos Rodriguez,4.4,1200,94.99,Premium,5.28
PM009,SaaS Product Management,SaaS,Product Management,Advanced,12,60,Product Strategy,"Subscription Models, Churn Analysis, Feature Adoption, Customer Success",Manage Software-as-a-Service products,Dr. Amanda Chen,4.6,1000,109.99,Premium,4.6
PM010,Product Operations,Operations,Product Management,Intermediate,8,40,Product Strategy,"Process Optimization, Tool Selection, Team Coordination, Performance Metrics",Optimize product development operations,Prof. Lisa Davis,4.2,900,74.99,Mid-range,3.78
PM011,Platform Product Management,Platform,Product Management,Advanced,14,70,Product Strategy,"Platform Strategy, API Management, Developer Relations, Ecosystem Building",Build and manage product platforms,Dr. Michael Brown,4.5,600,129.99,Premium,2.7
PM012,Growth Product Management,Growth,Product Management,Advanced,10,50,"Product Strategy, Data-Driven Product Management","Growth Hacking, Funnel Optimization, Retention Strategies, Viral Mechanics",Drive product growth and user acquisition,Maria Martinez,4.7,1100,99.99,Premium,5.17
PM013,Enterprise Product Management,Enterprise,Product Management,Advanced,12,60,Product Strategy,"B2B Sales, Enterprise Sales Cycles, Stakeholder Management, Compliance",Manage products for enterprise customers,Dr. Robert Garcia,4.3,700,114.99,Premium,3.01
PM014,Product Design Collaboration,Design,Product Management,Intermediate,6,30,"Product Strategy, UX Principles","Design Systems, Prototyping, User Testing, Design-Dev Handoff",Collaborate effectively with design teams,Prof. Steven Kim,4.4,1300,69.99,Mid-range,5.72
PM015,International Product Management,International,Product Management,Advanced,10,50,Product Strategy,"Localization, Global Markets, Cultural Adaptation, Regulatory Compliance",Manage products across international markets,Dr. Angela Wilson,4.2,500,104.99,Premium,2.1
PF003,Algorithms and Complexity,Programming,Computer Science,Advanced,14,70,Data Structures,"Algorithm Design, Time Complexity, Space Complexity, Optimization",Master algorithm design and analysis,Prof. David Chen,4.7,1200,94.99,Premium,5.64
PF004,Database Design,Database,Computer Science,Intermediate,10,50,Basic Programming,"Relational Design, Normalization, SQL, Database Optimization",Design efficient database systems,Dr. Sarah Rodriguez,4.4,1800,74.99,Mid-range,7.92
PF005,Software Engineering,Engineering,Computer Science,Advanced,16,80,"OOP Concepts, Data Structures","SDLC, Design Patterns, Testing, Version Control, Documentation",Comprehensive software engineering practices,Prof. Michael Kim,4.6,1400,109.99,Premium,6.44
PF006,Computer Networks,Networking,Computer Science,Intermediate,12,60,Basic Programming,"Network Protocols, Socket Programming, Distributed Systems",Understand computer networking fundamentals,Dr. Jennifer Martinez,4.3,1000,79.99,Mid-range,4.3
PF007,Operating Systems,Systems,Computer Science,Advanced,14,70,Data Structures,"Process Management, Memory Management, File Systems, Concurrency",Deep dive into operating system concepts,Prof. Robert Thompson,4.5,900,99.99,Premium,4.05
PF008,Compiler Design,Systems,Computer Science,Advanced,16,80,"Algorithms and Complexity, Programming Languages","Lexical Analysis, Parsing, Code Generation, Optimization",Build compilers and interpreters,Dr. Lisa Wilson,4.7,600,129.99,Premium,2.82
PF009,Computer Graphics,Graphics,Computer Science,Advanced,12,60,"Linear Algebra, OOP Concepts","3D Mathematics, Rendering, OpenGL, Shaders, Animation",Create computer graphics and visualizations,Prof. Carlos Davis,4.6,800,119.99,Premium,3.68
PF010,Machine Learning Theory,Theory,Computer Science,Advanced,14,70,"Statistics, Linear Algebra","Mathematical Foundations, Optimization, Information Theory",Theoretical foundations of machine learning,Dr. Amanda Garcia,4.8,700,139.99,Premium,3.36
PF011,Distributed Systems,Systems,Computer Science,Advanced,16,80,"Computer Networks, Database Design","Consensus, Replication, Fault Tolerance, Scalability",Build large-scale distributed systems,Prof. Kevin Brown,4.7,500,149.99,Premium,2.35
PF012,Information Security,Security,Computer Science,Advanced,12,60,"Computer Networks, Operating Systems","Cryptography, Network Security, System Security, Privacy",Comprehensive information security principles,Dr. Steven Martinez,4.5,800,109.99,Premium,3.6
PF013,Human-Computer Interaction,HCI,Computer Science,Intermediate,10,50,OOP Concepts,"User Interface Design, Usability, Interaction Design, Evaluation Methods",Design effective human-computer interfaces,Maria Chen,4.4,1200,84.99,Premium,5.28
PF014,Software Testing,Testing,Computer Science,Intermediate,8,40,Software Engineering,"Unit Testing, Integration Testing, Test Automation, Quality Assurance",Comprehensive software testing methodologies,Dr. Jennifer Rodriguez,4.3,1400,69.99,Mid-range,6.02
PF015,Mobile App Development,Mobile,Computer Science,Intermediate,12,60,OOP Concepts,"iOS Development, Android Development, Cross-Platform, App Deployment",Develop mobile applications for multiple platforms,Prof. Robert Kim,4.5,1600,89.99,Premium,7.2
MA001,Calculus I,Calculus,Mathematics,Beginner,12,60,Basic Math,"Limits, Derivatives, Applications of Derivatives, Integration",Foundation calculus for STEM fields,Prof. Elizabeth Johnson,4.4,2200,64.99,Mid-range,9.68
MA002,Calculus II,Calculus,Mathematics,Intermediate,12,60,Calculus I,"Integration Techniques, Series, Parametric Equations, Polar Coordinates",Advanced calculus concepts and applications,Dr. Michael Davis,4.3,1800,69.99,Mid-range,7.74
MA003,Linear Algebra,Algebra,Mathematics,Intermediate,10,50,Calculus I,"Matrices, Vector Spaces, Eigenvalues, Linear Transformations",Essential linear algebra for data science and engineering,Prof. Sarah Wilson,4.6,2000,74.99,Mid-range,9.2
MA004,Differential Equations,Equations,Mathematics,Advanced,12,60,Calculus II,"First-Order ODEs, Second-Order ODEs, Laplace Transforms, Systems",Solve differential equations and model real-world phenomena,Dr. Robert Chen,4.5,1200,84.99,Premium,5.4
MA005,Discrete Mathematics,Discrete,Mathematics,Intermediate,10,50,Basic Math,"Logic, Set Theory, Combinatorics, Graph Theory, Number Theory",Mathematical foundations for computer science,Prof. Jennifer Martinez,4.4,1600,69.99,Mid-range,7.04
MA006,Abstract Algebra,Algebra,Mathematics,Advanced,14,70,Linear Algebra,"Groups, Rings, Fields, Galois Theory",Advanced algebraic structures and theory,Dr. Kevin Rodriguez,4.7,600,99.99,Premium,2.82
MA007,Real Analysis,Analysis,Mathematics,Advanced,16,80,Calculus II,"Sequences, Series, Continuity, Differentiation, Integration, Topology",Rigorous mathematical analysis,Prof. Amanda Thompson,4.8,500,119.99,Premium,2.4
MA008,Complex Analysis,Analysis,Mathematics,Advanced,12,60,Real Analysis,"Complex Numbers, Analytic Functions, Contour Integration, Residue Theorem",Analysis of complex-valued functions,Dr. Lisa Garcia,4.6,400,109.99,Premium,1.84
MA009,Topology,Topology,Mathematics,Advanced,14,70,Real Analysis,"Metric Spaces, Topological Spaces, Continuity, Compactness, Connectedness",Study of topological properties and spaces,Prof. Carlos Kim,4.5,300,129.99,Premium,1.35
MA010,Number Theory,Number Theory,Mathematics,Advanced,12,60,Abstract Algebra,"Prime Numbers, Congruences, Quadratic Residues, Cryptographic Applications",Properties and relationships of integers,Dr. Steven Brown,4.7,350,114.99,Premium,1.65
MA011,Probability Theory,Probability,Mathematics,Intermediate,10,50,Calculus II,"Sample Spaces, Random Variables, Distributions, Central Limit Theorem",Mathematical foundations of probability,Prof. Maria Rodriguez,4.4,1800,79.99,Mid-range,7.92
MA012,Mathematical Statistics,Statistics,Mathematics,Advanced,12,60,Probability Theory,"Estimation, Hypothesis Testing, Confidence Intervals, Regression Analysis",Statistical inference and mathematical methods,Dr. Angela Wilson,4.5,1200,94.99,Premium,5.4
MA013,Numerical Analysis,Numerical,Mathematics,Advanced,12,60,"Linear Algebra, Programming","Numerical Methods, Error Analysis, Interpolation, Integration, ODEs",Computational methods for mathematical problems,Prof. David Davis,4.3,800,89.99,Premium,3.44
MA014,Optimization Theory,Optimization,Mathematics,Advanced,14,70,Calculus II,"Linear Programming, Nonlinear Optimization, Convex Optimization",Mathematical optimization techniques and applications,Dr. Jennifer Chen,4.6,600,109.99,Premium,2.76
MA015,Applied Mathematics,Applied,Mathematics,Advanced,12,60,"Differential Equations, Linear Algebra","Mathematical Modeling, Physical Applications, Engineering Mathematics",Apply mathematics to real-world problems,Prof. Robert Martinez,4.4,900,94.99,Premium,3.96
PH001,General Physics I,Mechanics,Physics,Beginner,14,70,Calculus I,"Mechanics, Kinematics, Dynamics, Energy, Momentum, Rotational Motion",Foundation physics covering classical mechanics,Prof. Thomas Anderson,4.3,1600,74.99,Mid-range,6.88
PH002,General Physics II,Waves,Physics,Intermediate,14,70,General Physics I,"Waves, Sound, Thermodynamics, Kinetic Theory, Heat Transfer",Physics of waves, thermodynamics, and heat,Dr. Sarah Johnson,4.4,1200,79.99,Mid-range,5.28
PH003,General Physics III,Electricity,Physics,Intermediate,14,70,General Physics II,"Electrostatics, Electric Circuits, Magnetism, Electromagnetic Induction",Electricity, magnetism, and electromagnetic phenomena,Prof. Michael Wilson,4.5,1000,84.99,Premium,4.5
PH004,Modern Physics,Modern,Physics,Advanced,12,60,General Physics III,"Relativity, Quantum Mechanics, Atomic Physics, Nuclear Physics",20th century physics discoveries and theories,Dr. Jennifer Rodriguez,4.6,800,99.99,Premium,3.68
PH005,Quantum Mechanics,Quantum,Physics,Advanced,16,80,Modern Physics,"Wave Functions, Schrödinger Equation, Operators, Quantum Systems",Fundamental quantum mechanical principles,Prof. Robert Kim,4.7,600,129.99,Premium,2.82
PH006,Statistical Mechanics,Statistical,Physics,Advanced,14,70,"Thermodynamics, Probability Theory","Ensembles, Partition Functions, Phase Transitions, Critical Phenomena",Statistical approach to thermodynamics and matter,Dr. Lisa Chen,4.5,400,119.99,Premium,1.8
PH007,Electrodynamics,Electromagnetism,Physics,Advanced,16,80,General Physics III,"Maxwell Equations, Wave Propagation, Radiation, Relativistic Electrodynamics",Advanced electromagnetic theory,Prof. Carlos Martinez,4.8,350,139.99,Premium,1.68
PH008,Solid State Physics,Condensed Matter,Physics,Advanced,14,70,Quantum Mechanics,"Crystal Structure, Electronic Properties, Semiconductors, Superconductivity",Physics of solids and condensed matter,Dr. Amanda Garcia,4.6,300,124.99,Premium,1.38
PH009,Astrophysics,Astronomy,Physics,Advanced,12,60,Modern Physics,"Stellar Physics, Galaxies, Cosmology, Black Holes, Dark Matter",Physics of astronomical objects and phenomena,Prof. Steven Thompson,4.7,500,109.99,Premium,2.35
PH010,Particle Physics,Particles,Physics,Advanced,16,80,Quantum Mechanics,"Standard Model, Elementary Particles, Symmetries, Gauge Theories",Physics of fundamental particles and forces,Dr. Maria Brown,4.8,250,149.99,Premium,1.2
CH001,General Chemistry I,General,Chemistry,Beginner,12,60,Basic Math,"Atomic Structure, Chemical Bonding, Stoichiometry, Gas Laws",Foundation chemistry principles and concepts,Prof. David Rodriguez,4.2,2000,69.99,Mid-range,8.4
CH002,General Chemistry II,General,Chemistry,Intermediate,12,60,General Chemistry I,"Solutions, Kinetics, Equilibrium, Thermodynamics, Electrochemistry",Advanced general chemistry topics,Dr. Sarah Martinez,4.3,1500,74.99,Mid-range,6.45
CH003,Organic Chemistry I,Organic,Chemistry,Intermediate,14,70,General Chemistry II,"Hydrocarbons, Functional Groups, Reactions, Stereochemistry",Introduction to organic chemistry principles,Prof. Jennifer Wilson,4.4,1200,89.99,Premium,5.28
CH004,Organic Chemistry II,Organic,Chemistry,Advanced,14,70,Organic Chemistry I,"Advanced Reactions, Synthesis, Spectroscopy, Biomolecules",Advanced organic chemistry and synthesis,Dr. Michael Kim,4.5,1000,99.99,Premium,4.5
CH005,Physical Chemistry,Physical,Chemistry,Advanced,16,80,"General Chemistry II, Calculus II","Thermodynamics, Quantum Chemistry, Kinetics, Statistical Mechanics",Mathematical foundations of chemistry,Prof. Lisa Thompson,4.6,600,119.99,Premium,2.76
CH006,Analytical Chemistry,Analytical,Chemistry,Advanced,12,60,General Chemistry II,"Instrumental Analysis, Spectroscopy, Chromatography, Electroanalysis",Modern analytical techniques and instrumentation,Dr. Robert Chen,4.4,800,94.99,Premium,3.52
CH007,Inorganic Chemistry,Inorganic,Chemistry,Advanced,12,60,General Chemistry II,"Coordination Compounds, Solid State, Organometallics, Bioinorganics",Chemistry of inorganic compounds and materials,Prof. Amanda Davis,4.3,500,89.99,Premium,2.15
CH008,Biochemistry,Biochemistry,Chemistry,Advanced,14,70,Organic Chemistry II,"Proteins, Enzymes, Metabolism, Nucleic Acids, Molecular Biology",Chemistry of biological systems,Dr. Carlos Garcia,4.7,900,109.99,Premium,4.23
CH009,Environmental Chemistry,Environmental,Chemistry,Advanced,10,50,General Chemistry II,"Pollution, Atmospheric Chemistry, Water Chemistry, Green Chemistry",Chemistry of environmental processes,Prof. Maria Rodriguez,4.2,700,84.99,Premium,2.94
CH010,Materials Chemistry,Materials,Chemistry,Advanced,12,60,Physical Chemistry,"Polymers, Nanomaterials, Electronic Materials, Characterization",Chemistry of advanced materials,Dr. Steven Martinez,4.5,400,99.99,Premium,1.8
BI001,General Biology I,General,Biology,Beginner,12,60,Basic Math,"Cell Biology, Genetics, Evolution, Ecology, Scientific Method",Foundation biology principles and concepts,Prof. Emily Johnson,4.3,2400,64.99,Mid-range,10.32
BI002,General Biology II,General,Biology,Intermediate,12,60,General Biology I,"Plant Biology, Animal Biology, Physiology, Development, Behavior",Advanced general biology topics,Dr. James Wilson,4.4,1800,69.99,Mid-range,7.92
BI003,Microbiology,Microbiology,Biology,Intermediate,10,50,General Biology I,"Bacteria, Viruses, Fungi, Microbial Genetics, Medical Microbiology",Study of microorganisms and their applications,Prof. Sarah Chen,4.5,1200,79.99,Mid-range,5.4
BI004,Molecular Biology,Molecular,Biology,Advanced,14,70,General Biology II,"DNA, RNA, Proteins, Gene Expression, Biotechnology",Molecular mechanisms of biological processes,Dr. Michael Rodriguez,4.6,1000,99.99,Premium,4.6
BI005,Cell Biology,Cell,Biology,Advanced,12,60,General Biology II,"Cell Structure, Organelles, Cell Cycle, Signal Transduction",Detailed study of cellular processes,Prof. Jennifer Martinez,4.5,900,89.99,Premium,4.05
BI006,Genetics,Genetics,Biology,Intermediate,10,50,General Biology I,"Mendelian Genetics, Population Genetics, Molecular Genetics, Genomics",Principles of heredity and genetic variation,Dr. Robert Kim,4.4,1400,74.99,Mid-range,6.16
BI007,Ecology,Ecology,Biology,Intermediate,12,60,General Biology I,"Ecosystems, Population Dynamics, Community Ecology, Conservation",Study of organisms and their environment,Prof. Lisa Thompson,4.3,1100,69.99,Mid-range,4.73
BI008,Evolution,Evolution,Biology,Intermediate,8,40,General Biology I,"Natural Selection, Phylogenetics, Speciation, Evolutionary History",Mechanisms and patterns of evolutionary change,Dr. Amanda Garcia,4.6,800,64.99,Mid-range,3.68
BI009,Anatomy and Physiology,Anatomy,Biology,Advanced,16,80,General Biology II,"Human Body Systems, Homeostasis, Disease, Medical Applications",Structure and function of the human body,Prof. Carlos Davis,4.7,1600,109.99,Premium,7.52
BI010,Neurobiology,Neuroscience,Biology,Advanced,14,70,Anatomy and Physiology,"Nervous System, Brain Function, Behavior, Neurological Disorders",Biology of the nervous system,Dr. Maria Brown,4.8,600,119.99,Premium,2.88
EG001,Introduction to Engineering,General,Engineering,Beginner,8,40,Basic Math,"Engineering Design, Problem Solving, Ethics, Communication",Overview of engineering disciplines and practices,Prof. John Anderson,4.2,1800,59.99,Mid-range,7.56
EG002,Engineering Mechanics,Mechanics,Engineering,Intermediate,12,60,Calculus I,"Statics, Dynamics, Strength of Materials, Structural Analysis",Fundamental mechanics for engineering applications,Dr. Sarah Johnson,4.4,1400,79.99,Mid-range,6.16
EG003,Thermodynamics,Thermodynamics,Engineering,Intermediate,10,50,"Calculus II, General Physics II","Heat Engines, Refrigeration, Power Cycles, Energy Systems",Engineering thermodynamics and energy conversion,Prof. Michael Wilson,4.3,1200,74.99,Mid-range,5.16
EG004,Fluid Mechanics,Fluids,Engineering,Advanced,12,60,"Engineering Mechanics, Calculus II","Fluid Statics, Fluid Dynamics, Pipe Flow, Turbomachinery",Engineering analysis of fluid systems,Dr. Jennifer Rodriguez,4.5,1000,89.99,Premium,4.5
EG005,Heat Transfer,Heat,Engineering,Advanced,10,50,Thermodynamics,"Conduction, Convection, Radiation, Heat Exchangers",Heat transfer mechanisms and applications,Prof. Robert Kim,4.4,800,84.99,Premium,3.52
EG006,Control Systems,Control,Engineering,Advanced,12,60,"Calculus II, Linear Algebra","System Modeling, Feedback Control, Stability, PID Controllers",Design and analysis of control systems,Dr. Lisa Chen,4.6,700,99.99,Premium,3.22
EG007,Circuit Analysis,Circuits,Engineering,Intermediate,10,50,"Calculus I, General Physics III","DC Circuits, AC Circuits, Network Analysis, Electronic Components",Analysis of electrical circuits and networks,Prof. Carlos Martinez,4.3,1500,69.99,Mid-range,6.45
EG008,Digital Logic Design,Digital,Engineering,Intermediate,8,40,Basic Programming,"Boolean Algebra, Logic Gates, Sequential Circuits, Computer Architecture",Design of digital systems and computers,Dr. Amanda Garcia,4.4,1200,74.99,Mid-range,5.28
EG009,Materials Science,Materials,Engineering,Advanced,12,60,General Chemistry I,"Crystal Structure, Mechanical Properties, Phase Diagrams, Material Selection",Properties and applications of engineering materials,Prof. Steven Thompson,4.5,900,89.99,Premium,4.05
EG010,Engineering Economics,Economics,Engineering,Intermediate,6,30,Basic Math,"Time Value of Money, Present Worth, Rate of Return, Decision Analysis",Economic analysis for engineering projects,Dr. Maria Brown,4.2,1300,59.99,Mid-range,5.46
